--------------------------------------------------------------------------------
Bandstructure
HorizontalLine(Fermi Level)
yData = 0.0 eV

VerticalLine(Y segment)
xData = 0.0 

VerticalLine(Gamma segment)
xData = 0.154583512136 

VerticalLine(X segment)
xData = 0.208690831983 

VerticalLine(V segment)
xData = 0.363274344119 

VerticalLine(U segment)
xData = 0.527053659923 

VerticalLine(R segment)
xData = 0.681637172059 

VerticalLine(Z segment)
xData = 0.845416487864 

VerticalLine(T segment)
xData = 0.999999970198 

Line(Band 0)
xData [141]     , yData [141]     
                , Hartree         
 0.8372275221   , -0.2411396898   
 0.8454164879   , -0.2423748854   
 0.8531456635   , -0.2421448073   
 0.8608748391   , -0.2414465457   
 0.8686040147   , -0.2402856865   
 0.8763331903   , -0.2386732906   
 0.8840623659   , -0.2366089893   
 0.8917915415   , -0.2340899794   
 0.8995207171   , -0.2416775011   
 0.9072498927   , -0.2528055408   
 0.9149790683   , -0.2635680844   
 0.9227082439   , -0.2733980623   
 0.9304374195   , -0.2815056861   
 0.9381665951   , -0.2868508792   
 0.9458957708   , -0.2886474469   
 0.9536249464   , -0.2869687837   
 0.961354122    , -0.2825938486   
 0.9690832976   , -0.2763155474   
 0.9768124732   , -0.2686730489   
 0.9845416488   , -0.259983638    
 0.9922708244   , -0.2504385074   
 1              , -0.2401606203   

Line(Band 5)
xData [141]     , yData [141]     
                , Hartree         
 0              , -0.2401611504   
 0.007729175607 , -0.2292451556   
 0.01545835121  , -0.2177932444   
 0.02318752682  , -0.2060318143   
 0.03091670243  , -0.1953536794   
 0.03864587803  , -0.1942254217   
 0.04637505364  , -0.1992627975   
 0.05410422925  , -0.2047553019   
 0.06183340485  , -0.2100581081   
 0.06956258046  , -0.2150539903   
 0.07729175607  , -0.2196778483   
 0.08502093167  , -0.2239102971   
 0.09275010728  , -0.2277324737   
 0.1004792829   , -0.231128175    
 0.1082084585   , -0.2306116823   
